ref,uid,pool_size,roles_clean,industries_clean,location_clean,latitude,longitude,city,state,cleaned_roles,gpt_industry,PC URL
673f906fe304bb0c3bdfce49,673f9062684b464f6b90e4ae,3771,"seni, software developer, software engineer",,Orlando,28.5383832,-81.3789269,Orlando,Florida,"seni, software developer, software engineer",Technology,https://app-next.findem.io/searches/673f906fe304bb0c3bdfce49?joid=673f9062684b464f6b90e4ae&redirect_joid=673f9062684b464f6b90e4ae&back=search
673f965be304bb65bbdfce4f,67113367256a420aea19ce17,1101,"63c78ccb1147f97213d9966a, licensed practical nurse",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,licensed practical nurse,Healthcare,https://app-next.findem.io/searches/673f965be304bb65bbdfce4f?joid=67113367256a420aea19ce17&redirect_joid=67113367256a420aea19ce17&back=search
673f7846e304bbdcb1dfce3f,673f782d2bcd54f891e105f0,2956,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Indianapolis,39.76909,-86.158018,Indianapolis,Indiana,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/673f7846e304bbdcb1dfce3f?joid=673f782d2bcd54f891e105f0&redirect_joid=673f782d2bcd54f891e105f0&back=search
673f91cfe304bb3802dfce4b,6723e65f1dc71c994ad5b76c,9347,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/673f91cfe304bb3802dfce4b?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
673f884fe304bb6f37dfce47,673f75b6684b463b9f90dfad,126,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Vancouver,49.2827291,-123.1207375,Vancouver,British Columbia,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/673f884fe304bb6f37dfce47?joid=673f75b6684b463b9f90dfad&redirect_joid=673f75b6684b463b9f90dfad&back=search
673f9269e304bb58eddfce4c,6723e65f1dc71c994ad5b76c,126,"66367e7e70ac396737ca2d1b, certified nursing assistant, cna",,Sioux City,42.4963416,-96.4049408,Sioux City,Iowa,"certified nursing assistant, cna",Healthcare,https://app-next.findem.io/searches/673f9269e304bb58eddfce4c?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
673f9ed8e304bb0015dfce52,672e55a64ca10f435273931a,10571,"66367e7e70ac396737ca2d1b, certified nursing assistant, cna",,New York,40.7127753,-74.0059728,New York,New York,"certified nursing assistant, cna",Healthcare,https://app-next.findem.io/searches/673f9ed8e304bb0015dfce52?joid=672e55a64ca10f435273931a&redirect_joid=672e55a64ca10f435273931a&back=search
673f9482e304bb363adfce4d,6723e65f1dc71c994ad5b76c,62,"66367e7e70ac396737ca2d1b, certified nursing assistant, cna",,Emmetsburg,43.1127427,-94.6830357,Emmetsburg,Iowa,"certified nursing assistant, cna",Healthcare,https://app-next.findem.io/searches/673f9482e304bb363adfce4d?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
673fa11de304bb796ddfce53,67102edfac87d4749d25ccc6,2292,sales account manager,,Rochester,43.1565779,-77.6088465,Rochester,New York,sales account manager,Other,https://app-next.findem.io/searches/673fa11de304bb796ddfce53?joid=67102edfac87d4749d25ccc6&redirect_joid=67102edfac87d4749d25ccc6&back=search
673f9841e304bbb6fadfce51,673f98172bc1b2349a14f0b3,47,physician assistant,,Gray,,,,,physician assistant,Healthcare,https://app-next.findem.io/searches/673f9841e304bbb6fadfce51?joid=673f98172bc1b2349a14f0b3&redirect_joid=673f98172bc1b2349a14f0b3&back=search
673f9820e304bb2021dfce50,673f98172bc1b2349a14f0b3,187,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Gray,,,,,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/673f9820e304bb2021dfce50?joid=673f98172bc1b2349a14f0b3&redirect_joid=673f98172bc1b2349a14f0b3&back=search
673fa1dce304bb15bddfce55,673fa15c80530c5de7e0b2ed,5538,"business development representative, sales associate",,Seattle,47.6061389,-122.3328481,Seattle,Washington,"business development representative, sales associate",Other,https://app-next.findem.io/searches/673fa1dce304bb15bddfce55?joid=673fa15c80530c5de7e0b2ed&redirect_joid=673fa15c80530c5de7e0b2ed&back=search
67407f87e304bbac6bdfce67,67407f482bcd5492dae10c4a,3354,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",,Reston,38.9586307,-77.3570028,Reston,Virginia,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",Retail,https://app-next.findem.io/searches/67407f87e304bbac6bdfce67?joid=67407f482bcd5492dae10c4a&redirect_joid=67407f482bcd5492dae10c4a&back=search
67405e59e304bb3924dfce65,67405cc03c6a65406488e7d7,22605,data analyst,,Bengaluru,12.9715987,77.5945627,Bengaluru,Karnataka,data analyst,Technology,https://app-next.findem.io/searches/67405e59e304bb3924dfce65?joid=67405cc03c6a65406488e7d7&redirect_joid=67405cc03c6a65406488e7d7&back=search
673fcaa1e304bb5e31dfce5c,673395ef7e9dcb284c7dcab8,18747,"seni, software developer, software engineer",,Los Angeles,34.0549076,-118.242643,Los Angeles,California,"seni, software developer, software engineer",Technology,https://app-next.findem.io/searches/673fcaa1e304bb5e31dfce5c?joid=673395ef7e9dcb284c7dcab8&redirect_joid=673395ef7e9dcb284c7dcab8&back=search
67405e0fe304bb5240dfce64,67405cc03c6a65406488e7d7,23330,sales manager,,Bengaluru,12.9715987,77.5945627,Bengaluru,Karnataka,sales manager,Other,https://app-next.findem.io/searches/67405e0fe304bb5240dfce64?joid=67405cc03c6a65406488e7d7&redirect_joid=67405cc03c6a65406488e7d7&back=search
673fa27ae304bb37cddfce56,673fa15c80530c5de7e0b2ed,11,"medical assistant, physician assistant",,Juneau,58.3004933,-134.4201306,Juneau,Alaska,"medical assistant, physician assistant",Healthcare,https://app-next.findem.io/searches/673fa27ae304bb37cddfce56?joid=673fa15c80530c5de7e0b2ed&redirect_joid=673fa15c80530c5de7e0b2ed&back=search
67404b36e304bb1d69dfce5f,67404ae880530c5908e0b636,1913,"dishwasher, food service team member",,Pearl City,21.3910364,-157.9715193,Pearl City,Hawaii,"dishwasher, food service team member",Hospitality,https://app-next.findem.io/searches/67404b36e304bb1d69dfce5f?joid=67404ae880530c5908e0b636&redirect_joid=67404ae880530c5908e0b636&back=search
674095e1e304bb711adfce71,67190e44cac9f20a468d52dc,15557,"63c0faf0068edc34f8ecbda9, cpa",,Philadelphia,39.9525839,-75.1652215,Philadelphia,Pennsylvania,cpa,Finance,https://app-next.findem.io/searches/674095e1e304bb711adfce71?joid=67190e44cac9f20a468d52dc&redirect_joid=67190e44cac9f20a468d52dc&back=search
6740810de304bb6b16dfce69,67407f482bcd5492dae10c4a,31,"dental hygienist, licensed, registered",,Albion,,,,,"dental hygienist, licensed, registered",Healthcare,https://app-next.findem.io/searches/6740810de304bb6b16dfce69?joid=67407f482bcd5492dae10c4a&redirect_joid=67407f482bcd5492dae10c4a&back=search
6740807be304bba05adfce68,67407f482bcd5492dae10c4a,458,"f, h, klift, klift operat, ler, material, operat",,Greensboro,36.0725632,-79.791534,Greensboro,North Carolina,"klift, klift operat, ler, material, operat",Logistics,https://app-next.findem.io/searches/6740807be304bba05adfce68?joid=67407f482bcd5492dae10c4a&redirect_joid=67407f482bcd5492dae10c4a&back=search
6740816de304bb0713dfce6a,67407f482bcd5492dae10c4a,184,"e manager, retail manager, st",,Danville,36.5859718,-79.3950228,Danville,Virginia,"e manager, retail manager",Retail,https://app-next.findem.io/searches/6740816de304bb0713dfce6a?joid=67407f482bcd5492dae10c4a&redirect_joid=67407f482bcd5492dae10c4a&back=search
67408885e304bb2cb7dfce6b,67408872be23a9309150a617,2923,672882ed488d3d0167ac3ac0,,Columbus,39.9625112,-83.0032218,Columbus,Ohio,,Other,https://app-next.findem.io/searches/67408885e304bb2cb7dfce6b?joid=67408872be23a9309150a617&redirect_joid=67408872be23a9309150a617&back=search
674098cee304bbc612dfce72,67190d542f41f38508d4e1c5,307,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Reston,38.9586307,-77.3570028,Reston,Virginia,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/674098cee304bbc612dfce72?joid=67190d542f41f38508d4e1c5&redirect_joid=67190d542f41f38508d4e1c5&back=search
67409a57e304bb476adfce73,67190d542f41f38508d4e1c5,12,"harb, manager, marina, marina manager, p, t",,Reston,38.9586307,-77.3570028,Reston,Virginia,"harb, manager, marina, marina manager",Hospitality,https://app-next.findem.io/searches/67409a57e304bb476adfce73?joid=67190d542f41f38508d4e1c5&redirect_joid=67190d542f41f38508d4e1c5&back=search
67409af8e304bbf3ecdfce74,67190d542f41f38508d4e1c5,3739,"customer service, customer supp, t representative",,Reston,38.9586307,-77.3570028,Reston,Virginia,"customer service, customer supp, t representative",Other,https://app-next.findem.io/searches/67409af8e304bbf3ecdfce74?joid=67190d542f41f38508d4e1c5&redirect_joid=67190d542f41f38508d4e1c5&back=search
67409cede304bb366bdfce77,67190d542f41f38508d4e1c5,434,"campground, campground manager, manager, park, recreation area",,California,36.778261,-119.4179324,,California,"campground, campground manager, manager, park, recreation area",Hospitality,https://app-next.findem.io/searches/67409cede304bb366bdfce77?joid=67190d542f41f38508d4e1c5&redirect_joid=67190d542f41f38508d4e1c5&back=search
6740a83fe304bb6d22dfce7e,67102edfac87d4749d25ccc6,1339,"672882ed488d3d0167ac3ac0, warehouse attendant",,Rochester,43.1565779,-77.6088465,Rochester,New York,warehouse attendant,Logistics,https://app-next.findem.io/searches/6740a83fe304bb6d22dfce7e?joid=67102edfac87d4749d25ccc6&redirect_joid=67102edfac87d4749d25ccc6&back=search
6740a4f8e304bb269ddfce7c,66fc0f57de042161077f800f,1050,"desktop supp, supp, t, t engineer",,Connecticut,41.6032207,-73.087749,,Connecticut,"desktop supp, supp, t engineer",Technology,https://app-next.findem.io/searches/6740a4f8e304bb269ddfce7c?joid=66fc0f57de042161077f800f&redirect_joid=66fc0f57de042161077f800f&back=search
6740929be304bb234adfce6e,67409279684b46b06b90e7ce,1339,63c0faf0068edc34f8ecbda9,,Cortland,42.6011813,-76.1804843,Cortland,New York,,Other,https://app-next.findem.io/searches/6740929be304bb234adfce6e?joid=67409279684b46b06b90e7ce&redirect_joid=67409279684b46b06b90e7ce&back=search
67409c1ae304bb191bdfce75,67190d542f41f38508d4e1c5,162,"customer service representative, customer supp, resolution specialist, t representative",,Lakehead,48.4211108,-89.2606994,Thunder Bay,Ontario,"customer service representative, customer supp, resolution specialist, t representative",Other,https://app-next.findem.io/searches/67409c1ae304bb191bdfce75?joid=67190d542f41f38508d4e1c5&redirect_joid=67190d542f41f38508d4e1c5&back=search
6740b883e304bb833fdfce87,67081ee7d1c55ba7830485ea,6496,"673328ae2fa92466b9dc8044, house cleaner, room attendant",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,"house cleaner, room attendant",Hospitality,https://app-next.findem.io/searches/6740b883e304bb833fdfce87?joid=67081ee7d1c55ba7830485ea&redirect_joid=67081ee7d1c55ba7830485ea&back=search
6740a865e304bb8fb0dfce7f,67102edfac87d4749d25ccc6,592,"attendant, ker, operative, w, warehouse, warehouse attendant",,New York,40.7127753,-74.0059728,New York,New York,"attendant, ker, operative, warehouse, warehouse attendant",Logistics,https://app-next.findem.io/searches/6740a865e304bb8fb0dfce7f?joid=67102edfac87d4749d25ccc6&redirect_joid=67102edfac87d4749d25ccc6&back=search
6740c597e304bbace3dfce90,672be633cfbe951dd0207613,2734,"servicenow architect, solutions engineer architect",,Kenilworth,-26.5949499,152.7275682,Kenilworth,Queensland,"servicenow architect, solutions engineer architect",Technology,https://app-next.findem.io/searches/6740c597e304bbace3dfce90?joid=672be633cfbe951dd0207613&redirect_joid=672be633cfbe951dd0207613&back=search
6740a2c2e304bbdcacdfce7a,6740a2aa0e5593285243b35f,940,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Oklahoma City,35.4688692,-97.519539,Oklahoma City,Oklahoma,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740a2c2e304bbdcacdfce7a?joid=6740a2aa0e5593285243b35f&redirect_joid=6740a2aa0e5593285243b35f&back=search
6740af67e304bbc32ddfce83,67aa432d780b79125a22fa9b,111,"child, counsel, pediatric, pediatric therapist, therapist",,Londonderry,54.9964705,-7.3101358,Londonderry,Northern Ireland,"child, counsel, pediatric, pediatric therapist, therapist",Healthcare,https://app-next.findem.io/searches/6740af67e304bbc32ddfce83?joid=67aa432d780b79125a22fa9b&redirect_joid=67aa432d780b79125a22fa9b&back=search
6740c2dfe304bbe177dfce8f,6740c2ae684b46b48990f19d,22934,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",,New York,40.7127753,-74.0059728,New York,New York,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",Retail,https://app-next.findem.io/searches/6740c2dfe304bbe177dfce8f?joid=6740c2ae684b46b48990f19d&redirect_joid=6740c2ae684b46b48990f19d&back=search
6740a2e2e304bb49f3dfce7b,6740a29fbe23a9f9ca50a620,4841,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Fairless Hills,40.1795537,-74.8551644,Fairless Hills,Pennsylvania,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740a2e2e304bb49f3dfce7b?joid=6740a29fbe23a9f9ca50a620&redirect_joid=6740a29fbe23a9f9ca50a620&back=search
6740bae4e304bb13a9dfce8a,6740bace0e55939c4f43b36d,781,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Valparaiso,-33.0473128,-71.6127458,Valparaíso,Valparaíso,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740bae4e304bb13a9dfce8a?joid=6740bace0e55939c4f43b36d&redirect_joid=6740bace0e55939c4f43b36d&back=search
6740c687e304bbe682dfce91,673ca5ca80530c187be08d0c,5804,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740c687e304bbe682dfce91?joid=673ca5ca80530c187be08d0c&redirect_joid=673ca5ca80530c187be08d0c&back=search
6740c8e6e304bb73aedfce93,66feabb37111300f8cf1cd72,3613,"equipment technician, pump technician",,Signal Hill,33.8044614,-118.1678456,Signal Hill,California,"equipment technician, pump technician",Manufacturing,https://app-next.findem.io/searches/6740c8e6e304bb73aedfce93?joid=66feabb37111300f8cf1cd72&redirect_joid=66feabb37111300f8cf1cd72&back=search
6740d2dce304bb70f7dfce97,6740d2c4684b46773290f231,10558,"66367e7e70ac396737ca2d1b, certified nursing assistant",,New York,40.7127753,-74.0059728,New York,New York,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740d2dce304bb70f7dfce97?joid=6740d2c4684b46773290f231&redirect_joid=6740d2c4684b46773290f231&back=search
6740d6a5e304bbc95fdfce9b,67aa432d780b79125a22fa9b,42554,"account, business development, business development professional, executive, professional, representative, sales development",,New York,40.7127753,-74.0059728,New York,New York,"account, business development, business development professional, executive, professional, representative, sales development",Other,https://app-next.findem.io/searches/6740d6a5e304bbc95fdfce9b?joid=67aa432d780b79125a22fa9b&redirect_joid=67aa432d780b79125a22fa9b&back=search
6740d04fe304bbd695dfce94,672bc431b3eecd1a86b0dbcb,181,"charge nurse, registered nurse, registered nurse supervis",,Sellersville,40.3539926,-75.3048982,Sellersville,Pennsylvania,"charge nurse, registered nurse, registered nurse supervis",Healthcare,https://app-next.findem.io/searches/6740d04fe304bbd695dfce94?joid=672bc431b3eecd1a86b0dbcb&redirect_joid=672bc431b3eecd1a86b0dbcb&back=search
6740e660e304bb0ca8dfce9f,6740d6283c6a65ca0d88effd,31468,"barista, food service team member",,New York,40.7127753,-74.0059728,New York,New York,"barista, food service team member",Hospitality,https://app-next.findem.io/searches/6740e660e304bb0ca8dfce9f?joid=6740d6283c6a65ca0d88effd&redirect_joid=6740d6283c6a65ca0d88effd&back=search
6740de70e304bbbcc0dfce9e,6740de4e2bcd546542e110cd,3748,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/6740de70e304bbbcc0dfce9e?joid=6740de4e2bcd546542e110cd&redirect_joid=6740de4e2bcd546542e110cd&back=search
6740d37be304bb8d6edfce98,673ca5ca80530c187be08d0c,33,"att, contracts, counsel, legal, ney, seni",,Maryville,38.6461821,-90.5036535,Creve Coeur,Missouri,"att, contracts, counsel, legal, ney, seni",Legal,https://app-next.findem.io/searches/6740d37be304bb8d6edfce98?joid=673ca5ca80530c187be08d0c&redirect_joid=673ca5ca80530c187be08d0c&back=search
6740d656e304bb8373dfce9a,6740d6283c6a65ca0d88effd,9084,"seni, software developer, software engineer",,Vancouver,49.2827291,-123.1207375,Vancouver,British Columbia,"seni, software developer, software engineer",Technology,https://app-next.findem.io/searches/6740d656e304bb8373dfce9a?joid=6740d6283c6a65ca0d88effd&redirect_joid=6740d6283c6a65ca0d88effd&back=search
6740d6f4e304bb9c03dfce9c,673d126e2bcd544f61e0f076,52,"clinical, community, ker, social w",,Merced,37.3021632,-120.4829677,Merced,California,"clinical, community, ker, social w",Healthcare,https://app-next.findem.io/searches/6740d6f4e304bb9c03dfce9c?joid=673d126e2bcd544f61e0f076&redirect_joid=673d126e2bcd544f61e0f076&back=search
6740c060e304bb6ee8dfce8d,673f3194684b461e5290daed,11014,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Port Washington,40.8256561,-73.6981858,Port Washington,New York,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740c060e304bb6ee8dfce8d?joid=673f3194684b461e5290daed&redirect_joid=673f3194684b461e5290daed&back=search
6740f12fe304bbed28dfcea2,67081ee7d1c55ba7830485ea,8,"club, club promoter, event, nightclub, promoter",,Manchester,53.4807593,-2.2426305,Manchester,England,"club, club promoter, event, nightclub, promoter",Hospitality,https://app-next.findem.io/searches/6740f12fe304bbed28dfcea2?joid=67081ee7d1c55ba7830485ea&redirect_joid=67081ee7d1c55ba7830485ea&back=search
6740f2c9e304bbce85dfcea3,67081ee7d1c55ba7830485ea,2287,"cook, food service team member",,Manchester,53.4807593,-2.2426305,Manchester,England,"cook, food service team member",Hospitality,https://app-next.findem.io/searches/6740f2c9e304bbce85dfcea3?joid=67081ee7d1c55ba7830485ea&redirect_joid=67081ee7d1c55ba7830485ea&back=search
6740ec7de304bbf0f5dfcea1,6740ec2a2bcd54865ce11177,1087,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Reston,38.9586307,-77.3570028,Reston,Virginia,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6740ec7de304bbf0f5dfcea1?joid=6740ec2a2bcd54865ce11177&redirect_joid=6740ec2a2bcd54865ce11177&back=search
6740e6b2e304bb45f0dfcea0,6740e6a380530ce105e0c3e6,25373,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",,Los Angeles,34.0549076,-118.242643,Los Angeles,California,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",Retail,https://app-next.findem.io/searches/6740e6b2e304bb45f0dfcea0?joid=6740e6a380530ce105e0c3e6&redirect_joid=6740e6a380530ce105e0c3e6&back=search
6740f8b2e304bb8316dfcea5,66eae90d264ac78c6a5c5817,425,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Troy,,,,,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/6740f8b2e304bb8316dfcea5?joid=66eae90d264ac78c6a5c5817&redirect_joid=66eae90d264ac78c6a5c5817&back=search
6740fa48e304bb24c2dfcea6,6740fa29be23a937c050a639,2307,"food service team member, server",,Manchester,53.4807593,-2.2426305,Manchester,England,"food service team member, server",Hospitality,https://app-next.findem.io/searches/6740fa48e304bb24c2dfcea6?joid=6740fa29be23a937c050a639&redirect_joid=6740fa29be23a937c050a639&back=search
6741228be304bb8631dfcea9,6741225f80530c7093e0c666,942,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Miami,25.7616798,-80.1917902,Miami,Florida,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/6741228be304bb8631dfcea9?joid=6741225f80530c7093e0c666&redirect_joid=6741225f80530c7093e0c666&back=search
67422caee304bb5ae6dfceb0,67422b6780530c8de5e0c6de,11556,"business development representative, sales associate",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,"business development representative, sales associate",Other,https://app-next.findem.io/searches/67422caee304bb5ae6dfceb0?joid=67422b6780530c8de5e0c6de&redirect_joid=67422b6780530c8de5e0c6de&back=search
6741562fe304bb2696dfceab,674121b72bc1b239a514f0ce,9347,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6741562fe304bb2696dfceab?joid=674121b72bc1b239a514f0ce&redirect_joid=674121b72bc1b239a514f0ce&back=search
67414b41e304bb4f05dfceaa,67414b2b720d1626d645bb11,27444,"business development representative, sales associate",,New York,40.7127753,-74.0059728,New York,New York,"business development representative, sales associate",Other,https://app-next.findem.io/searches/67414b41e304bb4f05dfceaa?joid=67414b2b720d1626d645bb11&redirect_joid=67414b2b720d1626d645bb11&back=search
67422c72e304bb7341dfceaf,67422b6780530c8de5e0c6de,5804,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/67422c72e304bb7341dfceaf?joid=67422b6780530c8de5e0c6de&redirect_joid=67422b6780530c8de5e0c6de&back=search
674201a1e304bbe413dfcead,674201825cd5621e086c381d,5844,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Tennessee,35.5174913,-86.5804473,,Tennessee,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/674201a1e304bbe413dfcead?joid=674201825cd5621e086c381d&redirect_joid=674201825cd5621e086c381d&back=search
67422bd8e304bb6268dfceae,67422b6780530c8de5e0c6de,3748,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/67422bd8e304bb6268dfceae?joid=67422b6780530c8de5e0c6de&redirect_joid=67422b6780530c8de5e0c6de&back=search
67422cc2e304bb21bddfceb1,67422b6780530c8de5e0c6de,9997,672882ed488d3d0167ac3ac0,,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,,Other,https://app-next.findem.io/searches/67422cc2e304bb21bddfceb1?joid=67422b6780530c8de5e0c6de&redirect_joid=67422b6780530c8de5e0c6de&back=search
67422cdee304bba120dfceb2,67422b6780530c8de5e0c6de,19589,"food service team member, server",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,"food service team member, server",Hospitality,https://app-next.findem.io/searches/67422cdee304bba120dfceb2?joid=67422b6780530c8de5e0c6de&redirect_joid=67422b6780530c8de5e0c6de&back=search
674363d0e304bb25e9dfcebb,6723e65f1dc71c994ad5b76c,19396,"customer service representative, customer supp, resolution specialist, t representative",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,"customer service representative, customer supp, resolution specialist, t representative",Other,https://app-next.findem.io/searches/674363d0e304bb25e9dfcebb?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
67436080e304bb4459dfceb7,6723e65f1dc71c994ad5b76c,2,"engineer, prototype build, prototype build engineer, prototype development, vehicle build",,Chicago,41.8781136,-87.6297982,Chicago,Illinois,"engineer, prototype build, prototype build engineer, prototype development, vehicle build",Manufacturing,https://app-next.findem.io/searches/67436080e304bb4459dfceb7?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
674287a2e304bbe3f4dfceb5,67428775684b46e78890f677,25373,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",,Los Angeles,34.0549076,-118.242643,Los Angeles,California,"associate, customer supp, resolution specialist, retail associate, sales flo, t representative",Retail,https://app-next.findem.io/searches/674287a2e304bbe3f4dfceb5?joid=67428775684b46e78890f677&redirect_joid=67428775684b46e78890f677&back=search
67448761e304bbc988dfcec6,6723e65f1dc71c994ad5b76c,8655,"customer service representative, customer supp, resolution specialist, t representative",,Livonia,42.36837,-83.3527097,Livonia,Michigan,"customer service representative, customer supp, resolution specialist, t representative",Other,https://app-next.findem.io/searches/67448761e304bbc988dfcec6?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
67447cd3e304bb547edfcec4,66feabb37111300f8cf1cd72,10914,"66367e7e70ac396737ca2d1b, certified nursing assistant, cna",,Hicksville,40.7730789,-73.5278997,Hicksville,New York,"certified nursing assistant, cna",Healthcare,https://app-next.findem.io/searches/67447cd3e304bb547edfcec4?joid=66feabb37111300f8cf1cd72&redirect_joid=66feabb37111300f8cf1cd72&back=search
6743a3cee304bb8cefdfcebd,6743a3b8684b4679df90f690,7094,"dishwasher, food service team member",,St. Louis,38.6270025,-90.1994042,St. Louis,Missouri,"dishwasher, food service team member",Hospitality,https://app-next.findem.io/searches/6743a3cee304bb8cefdfcebd?joid=6743a3b8684b4679df90f690&redirect_joid=6743a3b8684b4679df90f690&back=search
6743e4b3e304bb6f25dfcebe,6743e489684b46638190f6d4,2767,"66367e7e70ac396737ca2d1b, certified nursing assistant",,Charlotte,35.2215548,-80.840116,Charlotte,North Carolina,certified nursing assistant,Healthcare,https://app-next.findem.io/searches/6743e4b3e304bb6f25dfcebe?joid=6743e489684b46638190f6d4&redirect_joid=6743e489684b46638190f6d4&back=search
6743614ee304bbb37adfceba,6723e65f1dc71c994ad5b76c,861,payroll specialist,,Novi,42.48059,-83.4754913,Novi,Michigan,payroll specialist,Finance,https://app-next.findem.io/searches/6743614ee304bbb37adfceba?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
674360f8e304bb1aa0dfceb9,6723e65f1dc71c994ad5b76c,2066,"payroll consultant, payroll specialist",,Michigan,44.3148443,-85.6023643,,Michigan,"payroll consultant, payroll specialist",Finance,https://app-next.findem.io/searches/674360f8e304bb1aa0dfceb9?joid=6723e65f1dc71c994ad5b76c&redirect_joid=6723e65f1dc71c994ad5b76c&back=search
674472efe304bb6be3dfcec3,674472d3720d160d0645bb2d,18885,"dishwasher, food service team member",,Atlanta,33.7501275,-84.3885209,Atlanta,Georgia,"dishwasher, food service team member",Hospitality,https://app-next.findem.io/searches/674472efe304bb6be3dfcec3?joid=674472d3720d160d0645bb2d&redirect_joid=674472d3720d160d0645bb2d&back=search
67444e5ce304bb184bdfcec2,67444e402bc1b249d814f0dd,325,"associate, f, invent, klift, operat, specialist, warehouse, warehouse associate, y control",,Milford,41.2306979,-73.064036,Milford,Connecticut,"associate, invent, klift, operat, specialist, warehouse, warehouse associate, y control",Logistics,https://app-next.findem.io/searches/67444e5ce304bb184bdfcec2?joid=67444e402bc1b249d814f0dd&redirect_joid=67444e402bc1b249d814f0dd&back=search
6744894ae304bbbb55dfcec8,67448914684b46bb9890f82e,5514,"business development representative, sales associate",,Alabama,32.3182314,-86.902298,,Alabama,"business development representative, sales associate",Other,https://app-next.findem.io/searches/6744894ae304bbbb55dfcec8?joid=67448914684b46bb9890f82e&redirect_joid=67448914684b46bb9890f82e&back=search
